author_id,name,n_papers,h_corpus,cites_corpus,h_openalex,works_openalex,cites_openalex,institution,country,top_sleeve,distinct_sleeves,fwd_citers_total,top_paper_title,top_paper_cites
A5048730337,Roelof Salomons,8,4,181,6,24,370,University of Groningen,NL,equity_xs,4,52,The Equity Risk Premium: Emerging versus Developed Markets,139
A5058102633,O. Felix Ayadi,6,4,224,14,55,588,Texas Southern University,US,macro_regime,4,20,Oil Price Fluctuations and the Nigerian Economy,132
A5065579351,Bahram Pesaran,5,4,402,16,45,2407,University of East London,GB,macro_regime,4,108,News effects in a high-frequency model of the sterling-dollar exchange rate,153
A5042380832,Juan Evangelista Trinidad Segovia,7,4,114,18,109,1303,University of Almería,ES,other,2,18,Assessing the Role of Digital Finance on Shadow Economy and Financial Instability: An Empirical Analysis of Selected Sou,58
A5063818258,William F. Rentz,5,4,167,8,29,267,University of Ottawa,CA,other,3,71,Testing Fama–French’s new five-factor asset pricing model: evidence from robust instruments,91
A5001054838,Carlos López Gutiérrez,5,4,243,18,77,789,Universidad de Cantabria,ES,other,1,62,Investment Decisions of Companies in Financial Distress,91
A5111755445,François Derrien,5,4,141,18,72,1577,HEC Paris,FR,rates_credit,3,45,Systemic Risk in Clearing Houses: Evidence from the European Repo Market,81
A5081341240,Michael Ungeheuer,6,4,115,8,29,269,Aalto University,FI,equity_xs,1,26,"Advertising, Attention, and Financial Markets",64
A5060410631,Joanna Goard,7,4,132,11,64,515,University of Wollongong,AU,vol_options,4,48,STOCHASTIC VOLATILITY MODELS AND THE PRICING OF VIX OPTIONS,100
A5067257261,Panayiotis Papakyriakou,5,4,161,7,17,333,University of Southampton,GB,equity_xs,3,51,The impact of terrorist attacks in G7 countries on international stock markets and the role of investor sentiment,70
A5072899030,Alvin Chung Man Leung,5,4,210,15,82,1013,City University of Hong Kong,HK,other,3,38,Adoption of Identity Theft Countermeasures and its Short- and Long-Term Impact on Firm Value,70
A5047520105,Anthony Miloudi,7,4,139,11,60,545,Université de Poitiers,FR,equity_xs,5,42,New insights into the US stock market reactions to energy price shocks,75
A5065048507,Chun‐Yu Ho,6,4,103,18,95,1077,Albany State University,US,other,2,10,Financial deepening and innovation: The role of political institutions,75
A5032809450,Sallahuddin Hassan,5,4,159,17,115,1501,Northern University of Malaysia,MY,macro_regime,2,5,"The nexus between external debt, corruption and economic growth: evidence from five SSA countries",75
A5039922636,Shijun Guo,5,4,77,6,28,185,Chongqing University,AU,equity_xs,2,17,"When Investors Can Talk to Firms, Is It a Meaningful Conversation? Evidence from Investor Postings on Interactive Platfo",50
A5085915725,He Jiang,5,4,168,36,246,4078,Shenyang Institute of Engineering,CN,other,4,37,Short-term electricity price forecast based on the improved hybrid model,91
A5071752599,Marcella Nicolini,5,4,186,18,86,1301,University of Pavia,IT,commodities,1,107,Modelling futures price volatility in energy markets: Is there a role for financial speculation?,85
A5049034751,Nuno Silva,10,4,106,13,53,705,University of Coimbra,PT,equity_xs,3,6,Do energy efficiency and export quality affect the ecological footprint in emerging countries? A two-step approach using,50
A5088964777,Osvaldo Candido,8,4,131,8,37,220,Universidade Católica de Brasília,BR,other,3,53,Modeling dependence dynamics through copulas with regime switching,103
A5043053056,Houda BenMabrouk,5,4,114,5,17,145,University of Sfax,TN,equity_xs,4,51,Cross herding between American industries and the oil market,46
A5005041681,Martin Herdegen,9,4,57,10,73,300,University of Stuttgart,DE,cross_asset,4,13,Trading with small nonlinear price impact,14
A5022491960,Wakö Watanabe,6,4,224,13,51,903,Keio University,JP,other,3,29,Prudential Regulation and the “Credit Crunch”: Evidence from Japan,122
A5000115137,Shangzhen Luo,6,4,182,7,29,275,University of Northern Iowa,US,macro_regime,3,30,On reinsurance and investment for large insurance portfolios,118
A5053074278,Sanja Filipović,5,4,199,25,130,2278,Singidunum University,RS,other,3,12,Geo-economic approach to energy security measurement – principal component analysis,74
A5086404667,GianCarlo Moschini,5,4,489,41,268,5825,Iowa State University,,vol_options,3,95,"The Hedging Role of Options and Futures under Joint Price, Basis, and Production Risk",160
A5027966441,Harvey E. Lapan,6,4,396,28,197,5081,Iowa State University,,vol_options,4,61,"The Hedging Role of Options and Futures under Joint Price, Basis, and Production Risk",160
A5068198747,Veljko Fotak,6,4,206,16,54,1280,Bocconi University,,vol_options,5,58,Sovereign Wealth Fund Investment Patterns and Performance,110
A5052776205,Dimıtrios Paparas,5,4,91,11,62,405,University of Cambridge,GB,macro_regime,2,6,Does Foreign Direct Investment and Trade Promote Economic Growth? Evidence from Albania,56
A5072114741,Tolga Umut Kuzubaş,7,4,135,9,39,246,Boğaziçi University,TR,cross_asset,5,45,Network centrality measures and systemic risk: An application to the Turkish financial crisis,93
A5013983785,Chien‐Ping Chung,6,4,138,8,24,252,National Taipei University of Technology,TW,equity_xs,3,38,The impacts of investors' sentiments on stock returns using fintech approaches,56
A5101571551,Ling Cen,9,4,129,15,63,1813,Harbin Engineering University,CA,equity_xs,4,71,"Investor Sentiment, Disagreement, and the Breadth-Return Relationship",97
A5009594551,Nicholas Z. Muller,6,4,113,36,170,7586,National Bureau of Economic Research,US,microstructure,5,1,Optimizing emissions reductions from the U.S. power sector for climate and health benefits.,62
A5101152716,Yongdong Shi,7,4,73,9,48,476,Dongbei University of Finance and Economics,CN,equity_xs,3,33,Chinese stock anomalies and investor sentiment,49
A5023222381,Saeed Sazzad Jeris,5,4,128,5,12,162,Shahjalal University of Science and Technology,BD,macro_regime,3,38,"Covid-19, oil price and UK economic policy uncertainty: evidence from the ARDL approach",53
A5028202056,Gökhan Cebiroğlu,9,4,51,6,18,86,Vattenfall (Germany),AT,microstructure,4,17,"Volatility, Information Feedback and Market Microstructure Noise: A Tale of Two Regimes",25
A5052505063,William F. Bassett,6,4,187,15,42,1226,Federal Reserve Board of Governors,US,rates_credit,4,98,Changes in bank lending standards and the macroeconomy,101
A5073133532,Francisco J. Ledesma Rodríguez,6,4,167,11,48,841,"Ministry of Economy, Industry and Competitiveness",ES,other,3,16,Tourism and trade in OECD countries. A dynamic heterogeneous panel data analysis,105
A5018007145,Zhenda Hu,5,4,136,11,45,529,Fujian Electric Power Survey & Design Institute,CN,other,2,35,Forecasting Crude Oil Prices Using Ensemble Empirical Mode Decomposition and Sparse Bayesian Learning,50
A5101860856,Xuewei Zhou,5,4,78,8,12,239,Shanghai University of Finance and Economics,CN,macro_regime,4,37,Multilayer networks in the frequency domain: Measuring extreme risk connectedness of Chinese financial institutions,41
A5041854444,Chengying He,6,4,100,14,55,520,Guangxi University of Finance and Economics,CN,commodities,4,22,Explain systemic risk of commodity futures market by dynamic network,41
A5037185882,Diep Van Nguyen,5,4,100,10,36,269,Ho Chi Minh City Open University,VN,equity_xs,3,24,Behavioral factors influencing individual investors' decision making in Vietnam market,41
A5114227323,Agostino Capponi,5,4,205,6,16,202,Columbia University,US,cross_asset,4,44,Bilateral Counterparty Risk Valuation with Stochastic Dynamical Models and Application to Credit Default Swaps,116
A5008260996,Alexandra Dias,6,4,243,8,20,474,University of Aveiro,GB,other,4,75,Modeling exchange rate dependence dynamics at different time horizons,108
A5063726701,Carlos Forner,6,4,179,6,25,203,University of Alicante,ES,equity_xs,2,52,Contrarian and Momentum Strategies in the Spanish Stock Market,132
A5089237175,Fabio Comelli,5,4,274,8,23,219,European Central Bank,DE,other,4,31,The Accumulation of Foreign Reserves,122
A5037185688,Alexander Nekrasov,5,4,152,17,44,1008,University of Illinois Chicago,US,equity_xs,1,50,Visuals and attention to earnings news on twitter,61
A5050855817,Nathan Coombs,5,4,133,10,49,487,University of Edinburgh,GB,cross_asset,4,29,What is an algorithm? Financial regulation in the era of high-frequency trading,82
A5026714076,Jin Shang,6,4,99,6,13,126,Shandong University of Technology,JP,commodities,4,23,Do crude oil prices and the sentiment index influence foreign exchange rates differently in oil-importing and oil-export,47
A5056227254,Crystal Yan Lin,5,4,185,6,27,239,La Jolla Institute for Immunology,US,other,3,46,Investor Sentiment and REIT Returns,111
A5086594398,Vladimír Olej,5,4,126,15,68,662,University of Pardubice,CZ,other,1,25,Forecasting corporate financial performance using sentiment in annual reports for stakeholders’ decision-making,91
A5064593540,Nhung Thi Nguyen,5,4,59,5,28,130,Vietnam National University Ho Chi Minh City,VN,other,4,8,Predictive model for customer satisfaction analytics in E-commerce sector using machine learning and deep learning,32
A5109700017,Arie Melnik,5,4,336,15,66,901,,,macro_regime,3,63,"Loan Commitment Contracts, Terms of Lending, and Credit Allocation",179
A5077013178,Xiaolong Li,5,4,76,22,151,2325,Beijing University of Posts and Telecommunications,CN,other,4,22,Does green environmental policy promote renewable energy consumption in BRICST? Fresh insights from panel quantile regre,48
A5067019176,Wenli Huang,12,4,140,12,88,590,Hang Seng University of Hong Kong,CN,other,5,33,Does COVID-19 matter for systemic financial risks? Evidence from China's financial and real estate sectors,48
A5049534188,Searat Ali,5,4,146,17,67,1407,University of Wollongong,AU,macro_regime,3,26,Corporate governance and stock liquidity dimensions: Panel evidence from pure order-driven Australian market,55
A5012167332,Mark Trede,5,4,130,16,110,1084,University of Münster,DE,carry,5,54,Speculative bubbles in recent oil price dynamics: Evidence from a Bayesian Markov-switching state-space approach,99
A5100437036,Kai Wang,7,4,150,174,7162,222576,Qingdao University,CN,cross_asset,4,33,Estimating risk for the carbon market via extreme value theory: An empirical analysis of the EU ETS,99
A5100433414,Yu Zhang,5,4,154,39,575,7281,Hangzhou Normal University,US,cross_asset,3,8,Distributed Stochastic Market Clearing With High-Penetration Wind Power,86
A5063103833,Maryam Bukhari,5,4,42,12,36,494,COMSATS University Islamabad,PK,other,2,14,A Novel RMS-Driven Deep Reinforcement Learning for Optimized Portfolio Management in Stock Trading,21
A5016023219,Richard J. Kish,5,4,278,18,59,938,Lehigh University,,equity_xs,2,80,Technical trading strategies and return predictability: NYSE,134
A5074714907,Vincent Maurin,5,4,162,8,23,279,Swedish House of Finance,FR,cross_asset,3,36,"A theory of repurchase agreements, collateral re-use, and repo intermediation",65
A5031557373,Min Shu,5,4,137,4,17,159,Central Michigan University,US,other,3,34,Real-time prediction of Bitcoin bubble crashes,66
A5057328085,Wei Zhu,5,4,138,43,170,8855,State University of New York,US,other,2,31,Real-time prediction of Bitcoin bubble crashes,66
A5079963592,Fatih Özatay,6,4,242,13,58,607,TOBB University of Economics and Technology,TR,macro_regime,2,45,"Emerging market sovereign spreads, global financial conditions and U.S. macroeconomic news",110
A5089438496,Пэйдэ Лю,5,4,120,83,663,23934,Shandong Women’s University,CN,other,3,26,HOTEL SELECTION UTILIZING ONLINE REVIEWS: A NOVEL DECISION SUPPORT MODEL BASED ON SENTIMENT ANALYSIS AND DL-VIKOR METHOD,66
A5022194246,Andrea Mercatanti,5,4,170,9,31,524,University of Verona,IT,macro_regime,3,3,A regression discontinuity design for ordinal running variables: Evaluating central bank purchases of corporate bonds,66
A5062410802,Lihong Lu McPhail,9,4,271,12,46,627,Commodity Futures Trading Commission,US,rates_credit,5,52,Inside the Black Box: the Price Linkage and Transmission between Energy and Agricultural Markets,98
A5009246266,Balázs Csontó,6,4,142,7,28,227,International Monetary Fund,,macro_regime,3,6,Determinants of Sovereign Bond Spreads in Emerging Markets: Local Fundamentals and Global Factors vs. Ever-Changing Misa,94
A5067532284,Héctor Cárcel,6,4,125,9,35,296,Universidad Francisco de Vitoria,ES,equity_xs,3,44,Does gold act as a hedge against inflation in the UK? Evidence from a fractional cointegration approach over 1257 to 201,76
A5070194221,Julien Trufin,5,4,107,12,101,569,Université Libre de Bruxelles,BE,other,2,5,Autocalibration and Tweedie-dominance for Insurance Pricing with Machine Learning,54
A5103081627,An Yan,5,4,159,17,90,1316,Fordham University,US,equity_xs,2,10,Takeovers and Divergence of Investor Opinion,98
A5037357573,Tesfahun Berhane,5,4,89,7,27,152,Sony Computer Science Laboratories,ET,other,3,21,A Hybrid Convolutional Neural Network and Support Vector Machine-Based Credit Card Fraud Detection Model,40
A5108062605,Simran Simran,5,4,81,7,11,194,Indian Institute of Technology Roorkee,IN,macro_regime,3,29,Asymmetric impact of economic policy uncertainty on cryptocurrency market: Evidence from NARDL approach,40
A5044603645,María Coronado Vaca,5,4,75,8,43,144,Universidad Pontificia Comillas,ES,cross_asset,2,12,Predicting systemic risk in financial systems using Deep Graph Learning,40
A5012568890,Tara M. Sinclair,6,4,198,16,87,949,United States Department of the Treasury,US,macro_regime,1,34,Directional forecasts of GDP and inflation: a joint evaluation with an application to Federal Reserve predictions,105
A5027613699,Tommi Sottinen,5,4,212,17,90,982,University of Vaasa,FI,vol_options,1,11,Pricing by hedging and no-arbitrage beyond semimartingales,112
A5016052785,Tony Kang,5,4,118,30,109,3931,Northwestern University,US,equity_xs,3,19,The Association between Macroeconomic Uncertainty and Analysts' Forecast Accuracy,67
A5075164407,Daniele Massacci,7,4,121,8,44,270,King's College London,GB,equity_xs,4,45,Tail Risk Dynamics in Stock Returns: Links to the Macroeconomy and Global Markets Connectedness,75
A5071496845,Kunliang Xu,5,4,74,10,18,592,The University of Western Australia,CN,equity_xs,4,8,Be cautious or win in danger? Firms’ economic policy uncertainty perception and green technology innovation,31
A5034066540,Gernot Müller,5,4,139,20,100,1904,University of Augsburg,DE,equity_xs,3,26,Futures pricing in electricity markets based on stable CARMA spot models,96
A5023570575,K. N. Badhani,7,4,93,6,18,174,Indian Institute of Management Kashipur,IN,equity_xs,3,52,Herding behavior in the commodity markets of the Asia-Pacific region,59
A5108655482,H. Sönmez Ateşoğlu,5,4,233,17,67,1164,Clarkson University,US,macro_regime,2,15,Defense Spending Promotes Aggregate Output in the United States--Evidence from Cointegration Analysis,130
A5082079281,George P. Tsetsekos,5,4,247,16,50,1103,University of Thessaly,US,cross_asset,4,39,Long‐Run Diversification Potential in Emerging Stock Markets,147
A5054868552,Syed Tehseen Jawaid,5,4,251,21,78,1451,University of Karachi,PK,other,2,22,Effects of Workers' Remittances and its Volatility on Economic Growth in South Asia,79
A5053391945,M. Dharani,7,4,158,13,38,595,Indian Institute of Management Tiruchirappalli,IN,equity_xs,3,62,Investor attention and Google Search Volume Index: Evidence from an emerging market using quantile regression analysis,64
A5074409158,Paraskevi Nousi,5,4,128,15,66,667,Swiss Data Science Center,GR,other,2,27,Machine Learning for Forecasting Mid-Price Movements Using Limit Order Book Data,63
A5045145081,Charalampos M. Liapis,5,4,93,8,26,179,Computer Technology Institute and Press “DIOPHANTUS”,GR,other,1,19,Investigating Deep Stock Market Forecasting with Sentiment Analysis,39
A5034510151,Franz Fuerst,7,4,159,36,282,4706,University of Cambridge,GB,microstructure,4,5,Building momentum: An analysis of investment trends in LEED and Energy Star-certified properties,79
A5039672148,Sven Bienert,7,4,130,14,207,872,University of Regensburg,DE,microstructure,4,5,Tearing down the information barrier: the price impacts of energy efficiency ratings for buildings in the German rental ,64
A5057173752,Donald R. van Deventer,6,4,338,9,56,691,SAS Institute (United States),JP,macro_regime,3,119,Fitting Yield Curves and Forward Rate Curves With Maximum Smoothness,151
A5015726769,Mahmut Parlar,5,4,377,38,162,7964,McMaster University,CA,cross_asset,3,19,Diversification under yield randomness in inventory models,154
A5025455317,Arne Christian Klein,6,4,155,4,14,169,Friedrich-Alexander-Universität Erlangen-Nürnberg,DE,microstructure,3,61,Time-Variations in Herding Behavior: Evidence from a Markov switching SUR model∗,95
A5062313078,Michele Caivano,5,4,133,10,26,465,Bank of Italy,IT,macro_regime,3,14,Low frequency drivers of the real interest rate: Empirical evidence for advanced economies,69
A5108377338,S. G. B. Henry,6,4,347,20,92,1713,Bank of England,GB,macro_regime,4,82,News effects in a high-frequency model of the sterling-dollar exchange rate,153
A5062032435,Charles Harvie,6,4,151,27,319,2465,University of Wollongong,AU,macro_regime,3,12,The budget deficit and economic performance: A survey,119
A5111509378,Jiming Peng,5,4,71,23,95,1914,University of Houston,US,microstructure,3,9,Analytical Results and Efficient Algorithm for Optimal Portfolio Deleveraging with Market Impact,27
A5075668427,Zhikai Xu,5,4,60,5,14,104,Qingdao University of Technology,US,rates_credit,4,18,Option-Implied Currency Risk Premia,27
A5077321782,Seçil Arslan,6,4,98,6,25,154,,,other,1,12,Information Extraction from Text Intensive and Visually Rich Banking Documents,58
A5006487743,Klaus Röder,6,4,157,7,116,268,University of Regensburg,DE,vol_options,3,44,The Pricing of Structured Products in Germany,125
A5019469606,Gabriel G. Drimus,5,4,154,6,18,185,University of Zurich,DK,vol_options,2,61,Options on realized variance by transform methods: a non-affine stochastic volatility model,105
A5071238001,Niyati Bhanja,5,4,122,14,37,755,Indian Institute of Management Kozhikode,IN,fx,4,44,"Dynamics of connectedness across crude oil, precious metals and exchange rate: Evidence from time and frequency domains",52
A5040156203,LeRoy D. Brooks,5,4,344,14,59,1234,John Carroll University,US,equity_xs,4,64,Dual Betas from Bull and Bear Markets: Reversal of the Size Effect,152
A5041304962,Hansjörg Herr,5,4,101,17,227,903,Berlin School of Economics and Law,DE,other,3,9,Macroeconomic Policy Regimes in Western Industrial Countries,52
A5002294747,Nidhal Mgadmi,8,4,52,9,63,301,University of Monastir,TN,macro_regime,4,7,Advancing Sustainable Development Through Digital Transformation and Fintech Innovation,20
A5065802078,Rahul Roy,6,4,113,5,27,212,Pondicherry University,IN,equity_xs,3,76,A six-factor asset pricing model,68
A5079729158,Jin‐Ping Lee,5,4,173,7,16,333,Feng Chia University,TW,equity_xs,5,36,Valuation of catastrophe reinsurance with catastrophe bonds,111
A5048145603,Christoph Hambel,5,4,62,10,44,322,Goethe-Institute United Kingdom,NL,equity_xs,2,9,Asset Diversification Versus Climate Action,23
A5111423968,Stephen P. D’Arcy,5,4,287,12,48,644,University of Illinois Urbana-Champaign,,other,4,47,"Adverse Selection, Private Information, and Lowballing in Insurance Markets",159
A5079521150,Samuel Rosen,7,4,69,10,29,378,Temple University,DE,macro_regime,5,11,Assessing and Combining Financial Conditions Indexes,24
A5078928921,Mohamed Shaker Ahmed,6,4,56,7,30,162,Cairo University,EG,equity_xs,2,21,"Cryptocurrency Volatility: A Review, Synthesis, and Research Agenda",30
A5101468957,Jitender Kumar,5,4,108,22,158,1147,Deenbandhu Chhotu Ram University of Science and Technology,IN,equity_xs,2,21,Overconfidence Bias in Investment Decisions: A Systematic Mapping of Literature and Future Research Topics,35
A5050506609,Georg Dorffner,5,4,261,40,296,6321,Austrian Research Institute for Artificial Intelligence,AT,other,2,74,Financial volatility trading using recurrent neural networks,129
A5005931446,Francisco Louzada,5,4,114,34,415,4876,Universidade de São Paulo,BR,cross_asset,4,4,Models for optimising the theta method and their relationship to state space models,77
A5055972459,Ewa Feder‐Sempach,14,4,71,6,61,138,University of Łódź,PL,other,3,25,"Global uncertainty and potential shelters: gold, bitcoin, and currencies as weak and strong safe havens for main world s",30
A5054879966,Xi Liang,5,4,80,35,241,6625,Fujian Normal University,GB,macro_regime,3,7,Driving toward sustainable cities: The interplay between Chinese emerging corporate ESG performance and climate finance ,30
A5034560035,Julia Nasev,5,4,171,8,30,279,Ludwig-Maximilians-Universität München,,equity_xs,2,28,Managerial Overconfidence and Cost Stickiness,89
A5011030559,Giuseppe Galloppo,10,4,165,10,89,523,Roma Tre University,IT,macro_regime,4,40,"The effect of monetary policy interventions on interbank markets, equity indices and G-SIFIs during financial crisis",85
A5048483046,Ghaleb A. El Refae,5,4,119,25,246,2495,Abu Dhabi University,AE,other,2,4,The effect of digital marketing capabilities on business performance enhancement: Mediating the role of customer relatio,45
A5065458355,Mohammed Alnour,5,4,75,12,41,693,Balıkesir University,RO,macro_regime,1,29,Dynamic regime differences in the market behavior of primary natural resources in response to geopolitical risk and econ,38
A5032683399,Daniel K. Tarullo,5,4,116,12,169,943,Centre for Innovation in Regulatory Science,US,other,3,13,Financial Regulation: Still Unsettled a Decade After the Crisis,62
A5008896068,Rajdeep Kumar Raut,5,4,135,11,25,682,Amity University,AE,equity_xs,1,45,Behaviour of Individual Investors in Stock Market Trading: Evidence from India,67
A5017504526,Kehluh Wang,6,4,151,10,42,361,National Yang Ming Chiao Tung University,TW,other,3,63,The dynamic dependence between the Chinese market and other international stock markets: A time-varying copula approach,96
A5101409707,Muhammad Ilyas,5,4,142,7,22,199,Karakoram International University,PK,other,3,6,The Impact of Infrastructure on Foreign Direct Investment: The Case of Pakistan,96
A5029904335,Damien Ackerer,5,4,192,6,19,79,Swiss Cardio Technologies (Switzerland),CH,vol_options,2,4,The Jacobi stochastic volatility model,68
A5053727646,Jean-François L’Her,5,4,177,14,67,860,Abu Dhabi Health Services,CA,equity_xs,2,61,EVIDENCE TO SUPPORT THE FOUR-FACTOR PRICING MODEL FROM THE CANADIAN STOCK MARKET,119
A5090037535,Ralf Kellner,7,4,130,12,29,566,University of Passau,DE,other,2,53,Quantifying market risk with Value-at-Risk or Expected Shortfall? – Consequences for capital requirements and model risk,54
A5026193315,John E. Grable,6,4,215,44,226,6808,University of Georgia,,equity_xs,4,29,Projection Bias and Financial Risk Tolerance,119
A5075276785,Rajesh Chakrabarti,7,4,214,19,121,2005,Indian School of Business,US,fx,6,15,East Asia and Europe During the 1997 Asian Collapse: A Clinical Study of a Financial Crisis,127
A5000979301,J. Christopher Hughen,7,4,116,9,33,174,University of Denver,US,other,3,34,WHO ARE THE NOISE TRADERS,53
A5108487809,Pin-Huang Chou,5,4,165,6,9,227,National Central University,TW,equity_xs,4,46,Do industries matter in explaining stock returns and asset-pricing anomalies?,91
A5075672418,Wing Lon Ng,11,4,176,13,42,376,University of Essex,GB,microstructure,5,68,Analysing financial contagion and asymmetric market dependence with volatility indices via copulas,91
A5012396268,Marios Kokkodis,5,4,114,15,33,682,Thumbay Group (United Arab Emirates),US,macro_regime,2,4,Demand-Aware Career Path Recommendations: A Reinforcement Learning Approach,56
A5017351009,Bartosz Witkowski,7,4,151,14,121,785,SGH Warsaw School of Economics,PL,macro_regime,1,8,Time stability of the beta convergence among EU countries: Bayesian model averaging perspective☆,87
A5051414931,Nadia Loukil,8,4,141,12,45,1120,University of Carthage,TN,microstructure,2,13,Does gender diversity on boards influence stock market liquidity? Empirical evidence from the French market,61
A5008839967,Javier Giner,8,4,174,7,27,250,Universidad de La Laguna,ES,trend_cta,5,53,Estimating GARCH models using support vector machines,120
A5015725241,Vêlayoudom Marimoutou,6,4,188,10,81,444,Aix-Marseille Université,FR,macro_regime,5,56,On the relationship between the prices of oil and the precious metals: Revisiting with a multivariate regime-switching d,83
A5046635912,William J. Bernstein,6,4,122,10,35,662,Frontier Science Foundation,CH,other,3,23,Earnings Growth: The Two Percent Dilution,71
A5082331803,Gregory Laughlin,5,4,215,61,273,16903,Yale University,US,microstructure,3,61,Information Transmission between Financial Markets in Chicago and New York,87
A5073285258,Giacomo Morelli,8,4,75,6,35,274,Sapienza University of Rome,IT,vol_options,6,22,"GDP Forecasting: Machine Learning, Linear or Autoregression?",50
A5061199365,Tamal Datta Chaudhuri,6,4,89,16,77,672,Government of West Bengal,,other,3,27,A hybrid approach to forecasting futures prices with simultaneous consideration of optimality in ensemble feature select,44
A5057077987,Weifang Mao,5,4,118,7,10,177,Central South University,CN,equity_xs,3,51,How does economic policy uncertainty drive time-frequency connectedness across commodity and financial markets?,44
A5078494492,Robert Şova,5,4,100,15,102,1235,Bucharest University of Economic Studies,RO,other,3,8,The Direct and Indirect Effects of Financial Development on International Trade: Evidence from the CEEC-6,44
A5003475367,Mala Raghavan,8,4,131,12,61,472,Australian National University,AU,macro_regime,4,9,Oil prices and fiscal policy in an oil-exporter country: Empirical evidence from Oman,44
A5014323528,Alex Moss,6,4,74,6,19,114,"City, University of London",GB,other,4,6,Improving the benchmarking of ESG in real estate investment,37
A5022388600,Caterina Di Tommaso,5,4,104,14,34,836,Mediterranean University,IT,other,3,21,The stock price of European insurance companies: what is the role of ESG factors?,37
A5039595175,Debasis Patnaik,5,4,50,6,67,295,"Birla Institute of Technology and Science, Pilani",IN,commodities,5,5,Dynamic Connectedness in Commodity Futures Markets During COVID-19 in India: New Evidence from a TVP-VAR Extended Joint ,37
A5110650770,Annuar Nassir,6,4,175,20,119,1301,Al Noor Hospitals,MY,other,4,12,Does top managers’ experience affect firms’ capital structure?,70
A5081313805,Bas van Ruijven,5,4,79,50,235,14252,International Institute for Applied Systems Analysis,AT,cross_asset,2,8,Circular strategies for building sector decarbonization in China: A scenario analysis,29
A5101875091,Lu Wang,7,4,125,13,30,405,Southwest Jiaotong University,CN,vol_options,5,54,Extreme risk transmission among bitcoin and crude oil markets,42
A5066897238,Gareth Downing,5,4,63,7,22,359,Manchester Metropolitan University,GB,macro_regime,3,8,Determinants of bank efficiency in developed (G7) and developing (E7) countries: role of regulatory and economic environ,29
A5088397649,Roberto Panzica,6,4,104,12,33,623,Banco de Portugal,BE,cross_asset,3,13,The Greenium Matters: Evidence on the Pricing of Climate Risk,33
A5035930310,Francis Teal,5,4,385,34,248,4883,Scion,GB,equity_xs,3,8,The Size and Sources of Economic Rents in a Developing Country Manufacturing Labour Market,127
A5111438661,A. Buse,5,4,255,14,46,1465,,,macro_regime,2,61,The Bias of Instrumental Variable Estimators,147
A5054779374,James A. Gentry,5,4,253,18,97,1863,,,vol_options,5,9,Contemporary Financial Management,171
A5100451103,Yin Li,5,4,107,11,48,539,China University of Mining and Technology,CN,microstructure,3,24,Improving the liquidity of China's carbon market: Insight from the effect of carbon price transmission under the policy ,60
A5004633311,Gonzalo Camba-Méndez,5,4,194,14,64,909,European Central Bank,DE,macro_regime,4,33,An Automatic Leading Indicator of Economic Activity: Forecasting GDP Growth for European Countries,129
A5081829209,Xiong Xiong,6,4,42,5,17,94,Nankai University,CN,macro_regime,6,13,Research on the cross-contagion between international stock markets and geopolitical risks: the two-layer network perspe,19
A5093343999,David Korsah,7,4,63,6,14,93,University of Ghana,GH,macro_regime,3,29,"Geopolitical risk, economic policy uncertainty, financial stress and stock returns nexus: evidence from African stock ma",20
A5049640018,Yunus Emre Gür,5,4,43,7,45,177,Fırat University,,other,4,5,Deep Learning and Machine Learning Insights Into the Global Economic Drivers of the Bitcoin Price,19
A5010646053,Byoung‐Kyu Min,9,4,80,5,31,129,Hanyang University,AU,equity_xs,3,21,Future Labor Income Growth and the Cross Section of Equity Returns,30
A5013938151,Evert B. Vrugt,6,4,147,14,28,996,Vrije Universiteit Amsterdam,NL,macro_regime,5,95,Survey Expectations of Returns and Asset Pricing Puzzles,43
A5013467921,Diana E. Woodward,7,4,288,13,26,1415,Baruch College,US,vol_options,2,69,Equivalent Black volatilities,128
A5112897122,Wei Theng Lau,5,4,40,7,26,201,Universiti Putra Malaysia,MY,equity_xs,4,4,Blockchain Applications in Green Finance for Transparency and Accountability in Sustainable Investments,19
A5075932206,Ricky Chee-Jiun Chia,6,4,63,10,42,229,Universiti of Malaysia Sabah,MY,macro_regime,3,9,Trade openness and carbon emissions using threshold approach: evidence from selected Asian countries,19
A5035455661,Michael L. Hemler,5,4,323,6,11,373,University of Notre Dame,US,other,3,125,The performance of professional market timers: daily evidence from executed strategies,123
A5052684814,Ron Jongen,5,4,209,6,18,270,Erasmus University Rotterdam,NL,fx,3,64,FOREIGN EXCHANGE RATE EXPECTATIONS: SURVEY AND SYNTHESIS,102
A5018493168,Masood Ahmed,5,4,117,14,65,1181,Shanghai University,PK,other,3,22,"Global Oil Price and Innovation for Sustainability: The Impact of R&D Spending, Oil Price and Oil Price Volatility on GH",49
A5085379628,Nobuya Takezawa,5,4,172,8,35,292,,,rates_credit,2,51,Is Foreign Exchange Risk Priced in the Japanese Stock Market?,130
A5048061782,Rui Menezes,5,4,150,14,115,865,Câmara Municipal do Porto,PT,other,3,23,Long Memory and Volatility Clustering: is the empirical evidence consistent across stock markets?,105
A5039766735,Changki Kim,7,4,155,19,116,1299,The University of Texas at Austin,US,equity_xs,4,16,Modeling Surrender and Lapse Rates With Economic Variables,111
